"iata","icao","latitude","longitude","name","wikipedia_url","outdegree","outdegree_cargo"
"LUR","PALU","68.875000","-166.111111","","https://en.wikipedia.org/wiki/Cape_Lisburne_LRRS_Airport","1","0"
"LUV","WAPF","-5.760278","132.759444","","https://en.wikipedia.org/wiki/Karel_Sadsuitubun_Airport","2","0"
"LUW","WAFW","-1.038889","122.771944","","https://en.wikipedia.org/wiki/Syukuran_Aminuddin_Amir_Airport","4","0"
"LUX","ELLX","49.623333","6.204444","","https://en.wikipedia.org/wiki/Luxembourg_Airport","118","0"
"LUZ","EPLB","51.2382459","22.7067517","","https://en.wikipedia.org/wiki/Lublin_Airport","12","0"
"LVI","FLHN","-17.821667","25.822222","","https://en.wikipedia.org/wiki/Livingstone_Airport","8","0"
"LVO","YLTN","-28.613889","122.429722","","https://en.wikipedia.org/wiki/Laverton_Airport","2","0"
"LVP","OIBV","26.810278","53.356111","","https://en.wikipedia.org/wiki/Lavan_Airport","4","0"
"LWB","KLWB","37.858333","-80.399444","","https://en.wikipedia.org/wiki/Greenbrier_Valley_Airport","2","0"
"LWE","WATW","-8.362500","123.438056","","https://en.wikipedia.org/wiki/Wonopito_Airport","1","0"
"LWS","KLWS","46.374444","-117.015278","","https://en.wikipedia.org/wiki/Lewiston–Nez_Perce_County_Airport","2","0"
"LWY","WBGW","4.849167","115.402778","","https://en.wikipedia.org/wiki/Lawas_Airport","4","0"
"LXA","ZULS","29.297778","90.911944","","https://en.wikipedia.org/wiki/Lhasa_Gonggar_International_Airport","51","0"
"LXD","WIMO","-0.018611","98.299167","","https://en.wikipedia.org/wiki/Lasondre_Airport","3","0"
"LXG","VLLN","20.960556","101.402500","","https://en.wikipedia.org/wiki/Louangnamtha_Airport","1","0"
"LXR","HELX","25.670833","32.706389","","https://en.wikipedia.org/wiki/Luxor_International_Airport","26","0"
"LXS","LGLM","39.9185936","25.2361242","","https://en.wikipedia.org/wiki/Lemnos_International_Airport","9","0"
"LYA","ZHLY","34.741111","112.388333","","https://en.wikipedia.org/wiki/Luoyang_Beijiao_Airport","24","0"
"LYB","MWCL","19.660000","-80.088889","","https://en.wikipedia.org/wiki/Edward_Bodden_Airfield","2","0"
"LYC","ESNL","64.548056","18.716111","","https://en.wikipedia.org/wiki/Lycksele_Airport","3","0"
"LYG","ZSLG","34.4129201","119.1801694","","https://en.wikipedia.org/wiki/Lianyungang_Huaguoshan_International_Airport","27","0"
"LYH","KLYH","37.325278","-79.201111","","https://en.wikipedia.org/wiki/Lynchburg_Regional_Airport","3","0"
"LYI","ZSLY","35.046111","118.411667","","https://en.wikipedia.org/wiki/Linyi_Qiyang_International_Airport","36","0"
"LYP","OPFA","31.365000","72.994722","","https://en.wikipedia.org/wiki/Faisalabad_International_Airport","6","0"
"LYR","ENSB","78.246111","15.465556","","https://en.wikipedia.org/wiki/Svalbard_Airport","5","0"
"LYS","LFLL","45.725556","5.081111","","https://en.wikipedia.org/wiki/Lyon–Saint-Exupéry_Airport","121","0"
"LZG","ZULA","31.5008511","106.0335369","","https://en.wikipedia.org/wiki/Langzhong_Gucheng_Airport","4","0"
"LZH","ZGZH","24.207500","109.391111","","https://en.wikipedia.org/wiki/Liuzhou_Bailian_Airport","18","0"
"LZN","RCFG","26.1582793","119.9555351","","https://en.wikipedia.org/wiki/Nangan_Airport","3","0"
"LZO","ZULZ","29.030000","105.470000","","https://en.wikipedia.org/wiki/Luzhou_Yunlong_Airport","32","0"
"LZY","ZUNZ","29.303333","94.335278","","https://en.wikipedia.org/wiki/Nyingchi_Mainling_Airport","8","0"
"MAA","VOMM","12.982222","80.163611","","https://en.wikipedia.org/wiki/Chennai_International_Airport","60","0"
"MAB","SBMA","-5.368056","-49.138056","","https://en.wikipedia.org/wiki/Marabá_Airport","3","0"
"MAD","LEMD","40.472222","-3.560833","","https://en.wikipedia.org/wiki/Madrid–Barajas_Airport","190","0"
"MAF","KMAF","31.942500","-102.201944","","https://en.wikipedia.org/wiki/Midland_International_Air_and_Space_Port","8","0"
"MAG","AYMD","-5.208333","145.783333","","https://en.wikipedia.org/wiki/Madang_Airport","5","0"
"MAH","LEMH","39.862500","4.218611","","https://en.wikipedia.org/wiki/Menorca_Airport","76","0"
"MAJ","PKMJ","7.064722","171.271944","","https://en.wikipedia.org/wiki/Marshall_Islands_International_Airport","33","0"
"MAM","MMMA","25.770000","-97.525278","","https://en.wikipedia.org/wiki/Matamoros_International_Airport","2","0"
"MAN","EGCC","53.353889","-2.275000","","https://en.wikipedia.org/wiki/Manchester_Airport","1","0"
"MAO","SBEG","-3.041111","-60.050556","","https://en.wikipedia.org/wiki/Eduardo_Gomes_International_Airport","33","0"
"MAQ","VTPM","16.699722","98.545000","","https://en.wikipedia.org/wiki/Mae_Sot_Airport","1","0"
"MAR","SVMC","10.558333","-71.727778","","https://en.wikipedia.org/wiki/La_Chinita_International_Airport","9","0"
"MAS","AYMO","-2.061944","147.424167","","https://en.wikipedia.org/wiki/Momote_Airport","4","0"
"MAU","NTTP","-16.426389","-152.243333","","https://en.wikipedia.org/wiki/Maupiti_Airport","3","0"
"MAV","","8.705000","171.230556","","https://en.wikipedia.org/wiki/Maloelap_Airport","2","0"
"MAY","MYAB","24.287778","-77.684722","","https://en.wikipedia.org/wiki/Clarence_A._Bain_Airport","1","0"
"MAZ","TJMZ","18.255556","-67.148333","","https://en.wikipedia.org/wiki/Eugenio_María_de_Hostos_Airport","1","0"
"MBA","HKMO","-4.040000","39.590000","","https://en.wikipedia.org/wiki/Moi_International_Airport","25","0"
"MBE","RJEB","44.304167","143.404167","","https://en.wikipedia.org/wiki/Monbetsu_Airport","1","0"
"MBI","HTMB","-8.919444","33.463889","","https://en.wikipedia.org/wiki/Mbeya_Airport","1","0"
"MBJ","MKJS","18.503611","-77.913333","","https://en.wikipedia.org/wiki/Sangster_International_Airport","44","0"
"MBL","KMBL","44.272500","-86.246944","","https://en.wikipedia.org/wiki/Manistee_County_Blacker_Airport","1","0"
"MBQ","HUMA","-0.555000","30.600000","","https://en.wikipedia.org/wiki/Mbarara_Airport","3","0"
"MBS","KMBS","43.532778","-84.079722","","https://en.wikipedia.org/wiki/MBS_International_Airport","2","0"
"MBT","RPVJ","12.369444","123.629167","","https://en.wikipedia.org/wiki/Moises_R._Espinosa_Airport","2","0"
"MBW","YMMB","-37.975833","145.102222","","https://en.wikipedia.org/wiki/Moorabbin_Airport","2","0"
"MBZ","SWMW","-3.371944","-57.724722","","https://en.wikipedia.org/wiki/Maués_Airport","1","0"
"MCE","KMCE","37.284722","-120.513889","","https://en.wikipedia.org/wiki/Merced_Regional_Airport","3","0"
"MCG","PAMC","62.952778","-155.606944","","https://en.wikipedia.org/wiki/McGrath_Airport","0","0"
"MCI","KMCI","39.297500","-94.713889","","https://en.wikipedia.org/wiki/Kansas_City_International_Airport","61","0"
"MCK","KMCK","40.206389","-100.592222","","https://en.wikipedia.org/wiki/McCook_Ben_Nelson_Regional_Airport","1","0"
"MCM","LNMC","43.726389","7.420556","","https://en.wikipedia.org/wiki/Monaco_Heliport","1","0"
"MCN","KMCN","32.692778","-83.649167","","https://en.wikipedia.org/wiki/Middle_Georgia_Regional_Airport","3","0"
"MCO","KMCO","28.429444","-81.308889","","https://en.wikipedia.org/wiki/Orlando_International_Airport","179","0"
"MCP","SBMQ","0.050556","-51.072222","","https://en.wikipedia.org/wiki/Macapá_International_Airport","5","0"
"MCT","OOMS","23.593333","58.284444","","https://en.wikipedia.org/wiki/Muscat_International_Airport","48","0"
"MCV","YMHU","-16.445000","136.075000","","https://en.wikipedia.org/wiki/McArthur_River_Mine_Airport","1","0"
"MCW","KMCW","43.157778","-93.331111","","https://en.wikipedia.org/wiki/Mason_City_Municipal_Airport","0","0"
"MCX","URML","42.813746","47.6566872","","https://en.wikipedia.org/wiki/Uytash_Airport","42","0"
"MCY","YBSU","-26.603333","153.091667","","https://en.wikipedia.org/wiki/Sunshine_Coast_Airport","10","0"
"MCZ","SBMO","-9.517222","-35.783611","","https://en.wikipedia.org/wiki/Zumbi_dos_Palmares_International_Airport","21","0"
"MDA","VAMA","22.834167","69.764444","","https://en.wikipedia.org/wiki/Mundra_Airport","0","0"
"MDC","WAMM","1.549167","124.926389","","https://en.wikipedia.org/wiki/Sam_Ratulangi_International_Airport","27","0"
"MDE","SKRG","6.167222","-75.426667","","https://en.wikipedia.org/wiki/José_María_Córdova_International_Airport","48","0"
"MDG","ZYMD","44.524167","129.568889","","https://en.wikipedia.org/wiki/Mudanjiang_Hailang_Airport","11","0"
"MDK","FZEA","0.022500","18.288611","","https://en.wikipedia.org/wiki/Mbandaka_Airport","3","0"
"MDL","VYMD","21.702222","95.978056","","https://en.wikipedia.org/wiki/Mandalay_International_Airport","32","0"
"MDQ","SAZM","-37.934167","-57.573611","","https://en.wikipedia.org/wiki/Astor_Piazzolla_International_Airport","7","0"
"MDT","KMDT","40.193056","-76.763333","","https://en.wikipedia.org/wiki/Harrisburg_International_Airport","17","0"
"MDW","KMDW","41.786111","-87.752500","","https://en.wikipedia.org/wiki/Midway_International_Airport","99","0"
"MDZ","SAME","-32.831667","-68.792778","","https://en.wikipedia.org/wiki/Governor_Francisco_Gabrielli_International_Airport","23","0"
"MEB","YMEN","-37.728056","144.901944","","https://en.wikipedia.org/wiki/Melbourne_Essendon_Airport","2","0"
"MEC","SEMT","-0.945833","-80.678611","","https://en.wikipedia.org/wiki/Eloy_Alfaro_International_Airport","2","0"
"MED","OEMA","24.553333","39.705000","","https://en.wikipedia.org/wiki/Prince_Mohammad_bin_Abdulaziz_International_Airport","85","0"
"MEE","NWWR","-21.481667","168.037500","","https://en.wikipedia.org/wiki/Maré_Airport","5","0"
"MEH","ENMH","71.028889","27.826389","","https://en.wikipedia.org/wiki/Mehamn_Airport","5","0"
"MEL","YMML","-37.673333","144.843333","","https://en.wikipedia.org/wiki/Melbourne_Airport","75","0"
"MEM","KMEM","35.042500","-89.976667","","https://en.wikipedia.org/wiki/Memphis_International_Airport","38","0"
"MEQ","WITC","4.0429619","96.2511624","","https://en.wikipedia.org/wiki/Cut_Nyak_Dhien_Airport","4","0"
"MEU","SBMD","-0.889722","-52.602222","","https://en.wikipedia.org/wiki/Monte_Dourado_Airport","2","0"
"MEX","MMMX","19.436111","-99.071944","","https://en.wikipedia.org/wiki/Mexico_City_International_Airport","107","0"
"MFA","HTMA","-7.913889","39.666667","","https://en.wikipedia.org/wiki/Mafia_Airport","5","0"
"MFE","KMFE","26.175833","-98.238611","","https://en.wikipedia.org/wiki/McAllen_Miller_International_Airport","7","0"
"MFJ","NFMO","-18.566944","179.951111","","https://en.wikipedia.org/wiki/Moala_Airport","1","0"
"MFK","RCMT","26.223889","120.002500","","https://en.wikipedia.org/wiki/Beigan_Airport","1","0"
"MFM","VMMC","22.149444","113.591389","","https://en.wikipedia.org/wiki/Macau_International_Airport","3","0"
"MFN","NZMF","-44.673333","167.923333","","https://en.wikipedia.org/wiki/Milford_Sound_Airport","7","0"
"MFR","KMFR","42.374167","-122.873611","","https://en.wikipedia.org/wiki/Rogue_Valley_International–Medford_Airport","11","0"
"MFU","FLMF","-13.258889","31.936111","","https://en.wikipedia.org/wiki/Mfuwe_Airport","7","0"
"MGA","MNMG","12.141389","-86.168056","","https://en.wikipedia.org/wiki/Augusto_C._Sandino_International_Airport","12","0"
"MGB","YMTG","-37.747778","140.783611","","https://en.wikipedia.org/wiki/Mount_Gambier_Airport","2","0"
"MGF","SBMG","-23.476389","-52.017778","","https://en.wikipedia.org/wiki/Maringá_Regional_Airport","5","0"
"MGM","KMGM","32.300556","-86.393889","","https://en.wikipedia.org/wiki/Montgomery_Regional_Airport","5","0"
"MGQ","HCMM","2.013611","45.304722","","https://en.wikipedia.org/wiki/Aden_Abdulle_International_Airport","19","0"
"MGS","NCMG","-21.895833","-157.906667","","https://en.wikipedia.org/wiki/Mangaia_Airport","1","0"
"MGT","YMGB","-12.094444","134.893611","","https://en.wikipedia.org/wiki/Milingimbi_Airport","3","0"
"MGW","KMGW","39.642778","-79.916389","","https://en.wikipedia.org/wiki/Morgantown_Municipal_Airport","2","0"
"MGY","KMGY","39.5879239","-84.2262429","","https://en.wikipedia.org/wiki/Dayton–Wright_Brothers_Airport","0","0"
"MHD","OIMM","36.235000","59.640833","","https://en.wikipedia.org/wiki/Mashhad_International_Airport","52","0"
"MHG","EDFM","49.472500","8.514167","","https://en.wikipedia.org/wiki/Mannheim_City_Airport","3","0"
"MHH","MYAM","26.511389","-77.083611","","https://en.wikipedia.org/wiki/Marsh_Harbour_Airport","6","0"
"MHK","KMHK","39.141111","-96.671667","","https://en.wikipedia.org/wiki/Manhattan_Regional_Airport","0","0"
"MHT","KMHT","42.932500","-71.435556","","https://en.wikipedia.org/wiki/Manchester–Boston_Regional_Airport","15","0"
"MHX","NCMH","-10.380556","-160.999722","","https://en.wikipedia.org/wiki/Manihiki_Island_Airport","1","0"
"MIA","KMIA","25.793333","-80.290556","","https://en.wikipedia.org/wiki/Miami_International_Airport","200","0"
"MID","MMMD","20.936944","-89.657778","","https://en.wikipedia.org/wiki/Mérida_International_Airport","17","0"
"MIG","ZUMY","31.430000","104.739722","","https://en.wikipedia.org/wiki/Mianyang_Nanjiao_Airport","35","0"
"MII","SBML","-22.196944","-49.926389","","https://en.wikipedia.org/wiki/Marília_Airport","1","0"
"MIJ","","6.085000","171.731389","","https://en.wikipedia.org/wiki/Mili_Airport","1","0"
"MIM","YMER","-36.908611","149.901389","","https://en.wikipedia.org/wiki/Merimbula_Airport","3","0"
"MIR","DTMB","35.758056","10.754722","","https://en.wikipedia.org/wiki/Monastir_Habib_Bourguiba_International_Airport","24","0"
"MIS","AYMS","-10.689167","152.838056","","https://en.wikipedia.org/wiki/Misima_Airport","1","0"
"MJB","","10.2830114","170.8686806","","https://en.wikipedia.org/wiki/Mejit_Airport","2","0"
"MJC","DIMN","7.272222","-7.587500","","https://en.wikipedia.org/wiki/Man_Airport","2","0"
"MJE","","8.163333","168.173889","","https://en.wikipedia.org/wiki/Majkin_Airport","3","0"
"MJF","ENMS","65.7835011","13.2158021","","https://en.wikipedia.org/wiki/Mosjøen_Airport,_Kjærstad","3","0"
"MJI","HLLM","32.8951352","13.2809484","","https://en.wikipedia.org/wiki/Mitiga_International_Airport","27","0"
"MJK","YSHK","-25.893333","113.576667","","https://en.wikipedia.org/wiki/Shark_Bay_Airport","2","0"
"MJL","FOGM","-1.848056","11.057778","","https://en.wikipedia.org/wiki/Mouila_Airport","1","0"
"MJM","FZWA","-6.121111","23.568889","","https://en.wikipedia.org/wiki/Mbuji_Mayi_Airport","5","0"
"MJN","FMNM","-15.666944","46.351667","","https://en.wikipedia.org/wiki/Amborovy_Airport","2","0"
"MJT","LGMT","39.057918","26.5990591","","https://en.wikipedia.org/wiki/Mytilene_International_Airport","18","0"
"MJU","WAFJ","-2.586667","119.029167","","https://en.wikipedia.org/wiki/Tampa_Padang_Airport","3","0"
"MJZ","UERR","62.534444","114.022222","","https://en.wikipedia.org/wiki/Mirny_Airport","11","0"
"MKE","KMKE","42.9465423","-87.8972578","","https://en.wikipedia.org/wiki/Milwaukee_Mitchell_International_Airport","35","0"
"MKG","KMKG","43.167778","-86.235556","","https://en.wikipedia.org/wiki/Muskegon_County_Airport","1","0"
"MKK","PHMK","21.152778","-157.096389","","https://en.wikipedia.org/wiki/Molokai_Airport","4","0"
"MKL","KMKL","35.599722","-88.915556","","https://en.wikipedia.org/wiki/McKellar–Sipes_Regional_Airport","0","0"
"MKM","WBGK","2.8821367","112.0440878","","https://en.wikipedia.org/wiki/Mukah_Airport","5","0"
"MKQ","WAKK","-8.520278","140.418333","","https://en.wikipedia.org/wiki/Merauke_Airport","5","0"
"MKR","YMEK","-26.611667","118.547778","","https://en.wikipedia.org/wiki/Meekatharra_Airport","2","0"
"MKU","FOOK","0.579167","12.890278","","https://en.wikipedia.org/wiki/Makokou_Airport","1","0"
"MKW","WAUU","-0.891667","134.049167","","https://en.wikipedia.org/wiki/Rendani_Airport","8","0"
"MKY","YBMK","-21.170833","149.182500","","https://en.wikipedia.org/wiki/Mackay_Airport","5","0"
"MKZ","WMKM","2.263056","102.252500","","https://en.wikipedia.org/wiki/Malacca_International_Airport","1","0"
"MLA","LMML","35.857500","14.477500","","https://en.wikipedia.org/wiki/Malta_International_Airport","116","0"
"MLB","KMLB","28.102778","-80.645278","","https://en.wikipedia.org/wiki/Melbourne_Orlando_International_Airport","10","0"
"MLE","VRMM","4.191667","73.528889","","https://en.wikipedia.org/wiki/Velana_International_Airport","67","0"
"MLG","WARA","-7.928333","112.713333","","https://en.wikipedia.org/wiki/Abdul_Rachman_Saleh_Airport","2","0"
"MLI","KMLI","41.448611","-90.507500","","https://en.wikipedia.org/wiki/Quad_Cities_International_Airport","11","0"
"MLL","PADM","61.864167","-162.026111","","https://en.wikipedia.org/wiki/Marshall_Don_Hunter_Sr._Airport","3","0"
"MLM","MMMM","19.850000","-101.025556","","https://en.wikipedia.org/wiki/General_Francisco_Mujica_International_Airport","16","0"
"MLN","GEML","35.279722","-2.956389","","https://en.wikipedia.org/wiki/Melilla_Airport","7","0"
"MLO","LGML","36.6969976","24.4760331","","https://en.wikipedia.org/wiki/Milos_Island_National_Airport","2","0"
"MLU","KMLU","32.510833","-92.037778","","https://en.wikipedia.org/wiki/Monroe_Regional_Airport_(Louisiana)","2","0"
"MLX","LTAT","38.435278","38.090833","","https://en.wikipedia.org/wiki/Malatya_Erhaç_Airport","7","0"
"MLY","PAML","64.997500","-150.644167","","https://en.wikipedia.org/wiki/Manley_Hot_Springs_Airport","2","0"
"MMB","RJCM","43.880556","144.164167","","https://en.wikipedia.org/wiki/Memanbetsu_Airport","4","0"
"","MMCD","28.037500","-115.189444","","https://en.wikipedia.org/wiki/Isla_de_Cedros_Airport","2","0"
"MMD","ROMD","25.846667","131.263611","","https://en.wikipedia.org/wiki/Minami-Daito_Airport","1","0"
"MME","EGNV","54.509167","-1.429444","","https://en.wikipedia.org/wiki/Teesside_Airport","8","0"
"MMG","YMOG","-28.116111","117.841667","","https://en.wikipedia.org/wiki/Mount_Magnet_Airport","3","0"
"MMH","KMMH","37.624167","-118.838889","","https://en.wikipedia.org/wiki/Mammoth_Yosemite_Airport","2","0"
"MMJ","RJAF","36.166667","137.922778","","https://en.wikipedia.org/wiki/Matsumoto_Airport","4","0"
"MMK","ULMM","68.7809016","32.758228","","https://en.wikipedia.org/wiki/Murmansk_Airport","10","0"
"MMO","GVMA","15.153802","-23.2137893","","https://en.wikipedia.org/wiki/Maio_Airport","1","0"
"MMP","SKMP","9.259722","-74.437778","","https://en.wikipedia.org/wiki/San_Bernardo_Airport","2","0"
"MMX","ESMS","55.530000","13.371389","","https://en.wikipedia.org/wiki/Malmö_Airport","21","0"
"MMY","ROMY","24.782778","125.295000","","https://en.wikipedia.org/wiki/Miyako_Airport","8","0"
"MNA","WAMN","4.006944","126.672778","","https://en.wikipedia.org/wiki/Melangguane_Airport","3","0"
"MNB","FZAG","-5.930833","12.351667","","https://en.wikipedia.org/wiki/Muanda_Airport","1","0"
"MNC","FQNC","-14.488056","40.712222","","https://en.wikipedia.org/wiki/Nacala_Airport","2","0"
"MNF","NFMA","-17.673056","177.098333","","https://en.wikipedia.org/wiki/Mana_Island_Airport","1","0"
"MNG","YMGD","-12.056111","134.234167","","https://en.wikipedia.org/wiki/Maningrida_Airport","3","0"
